age,education-num,relationship,occupation,capital-gain,capital-loss,hours-per-week,income
Middle-aged,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Senior,High,Husband,Prof-specialty,No Gain,Has Loss,Full-time,1
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Medium,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Farming-fishing,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Low,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Low,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Other-relative,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Part-time,0
Senior,High,Not-in-family,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,High,Husband,Sales,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Part-time,0
Senior,High,Wife,Prof-specialty,No Gain,No Loss,Overtime,1
Young,High,Husband,Protective-serv,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Exec-managerial,No Gain,Has Loss,Overtime,1
Middle-aged,Medium,Husband,Farming-fishing,No Gain,No Loss,Overtime,0
Young,High,Own-child,Prof-specialty,No Gain,No Loss,Full-time,0
Senior,Medium,Not-in-family,Prof-specialty,Has Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Sales,No Gain,No Loss,Part-time,0
Young,Medium,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,High,Unmarried,Priv-house-serv,Has Gain,No Loss,Full-time,1
Middle-aged,High,Not-in-family,Exec-managerial,No Gain,Has Loss,Overtime,1
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,High,Not-in-family,Exec-managerial,No Gain,No Loss,Part-time,1
Young,Medium,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Other-service,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Tech-support,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Senior,Low,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Medium,Husband,Farming-fishing,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Prof-specialty,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Prof-specialty,Has Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Exec-managerial,No Gain,Has Loss,Overtime,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Full-time,0
Young,High,Husband,Sales,Has Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,High,Own-child,Machine-op-inspct,No Gain,Has Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Sales,No Gain,Has Loss,Overtime,0
Middle-aged,Medium,Wife,Adm-clerical,No Gain,No Loss,Full-time,1
Young,High,Husband,Exec-managerial,No Gain,Has Loss,Overtime,1
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Young,High,Husband,Craft-repair,No Gain,No Loss,Full-time,0
Young,High,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Low,Husband,Handlers-cleaners,Has Gain,No Loss,Part-time,0
Senior,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Senior,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Senior,Low,Not-in-family,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Sales,Has Gain,No Loss,Overtime,1
Middle-aged,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Adm-clerical,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Sales,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Senior,Low,Other-relative,Other-service,Has Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Young,High,Other-relative,Adm-clerical,No Gain,No Loss,Part-time,0
Middle-aged,High,Unmarried,Adm-clerical,Has Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,High,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Farming-fishing,No Gain,No Loss,Overtime,0
Middle-aged,Low,Own-child,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Protective-serv,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Craft-repair,Has Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Low,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Sales,No Gain,No Loss,Part-time,0
Young,Low,Not-in-family,Handlers-cleaners,No Gain,No Loss,Full-time,0
Young,Medium,Unmarried,Tech-support,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Wife,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,High,Husband,Protective-serv,No Gain,Has Loss,Overtime,1
Middle-aged,High,Unmarried,Exec-managerial,Has Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Sales,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Tech-support,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Low,Not-in-family,Other-service,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Sales,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Tech-support,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Craft-repair,Has Gain,No Loss,Overtime,1
Middle-aged,High,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Transport-moving,Has Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,Has Gain,No Loss,Overtime,1
Young,Low,Other-relative,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Low,Other-relative,Handlers-cleaners,No Gain,No Loss,Full-time,0
Middle-aged,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,Medium,Other-relative,Craft-repair,No Gain,No Loss,Full-time,0
Senior,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,High,Husband,Protective-serv,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,Has Gain,No Loss,Full-time,1
Young,Medium,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Young,High,Own-child,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Sales,No Gain,No Loss,Part-time,0
Young,Low,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Farming-fishing,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Farming-fishing,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Protective-serv,No Gain,No Loss,Overtime,1
Middle-aged,High,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Sales,Has Gain,No Loss,Overtime,1
Middle-aged,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Overtime,0
Senior,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Middle-aged,Medium,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Senior,Low,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Tech-support,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Prof-specialty,No Gain,Has Loss,Part-time,0
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Part-time,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Wife,Tech-support,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Sales,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,Low,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Full-time,0
Senior,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Middle-aged,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Sales,No Gain,No Loss,Full-time,0
Young,High,Husband,Protective-serv,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Unmarried,Protective-serv,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Senior,Medium,Unmarried,Sales,No Gain,Has Loss,Full-time,0
Senior,Medium,Husband,Adm-clerical,No Gain,No Loss,Full-time,0
Young,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Senior,Low,Own-child,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,Has Loss,Overtime,1
Middle-aged,High,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Wife,Prof-specialty,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Sales,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Exec-managerial,No Gain,Has Loss,Overtime,1
Senior,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Young,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Full-time,0
Young,Medium,Own-child,Sales,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,High,Husband,Exec-managerial,No Gain,No Loss,Full-time,1
Young,Medium,Other-relative,Sales,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Part-time,0
Young,Medium,Other-relative,Handlers-cleaners,No Gain,No Loss,Overtime,0
Senior,Medium,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Transport-moving,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Sales,No Gain,No Loss,Part-time,0
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Sales,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Prof-specialty,No Gain,No Loss,Part-time,0
Young,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Wife,Adm-clerical,No Gain,No Loss,Full-time,0
Senior,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,0
Senior,High,Husband,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Senior,High,Not-in-family,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Other-service,No Gain,Has Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Part-time,0
Young,High,Not-in-family,Prof-specialty,No Gain,Has Loss,Overtime,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Prof-specialty,No Gain,Has Loss,Overtime,1
Middle-aged,Medium,Own-child,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Other-service,No Gain,No Loss,Part-time,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Protective-serv,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Farming-fishing,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Own-child,Sales,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Adm-clerical,No Gain,Has Loss,Overtime,0
Young,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Part-time,0
Middle-aged,Low,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Young,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Wife,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Unmarried,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Low,Unmarried,Farming-fishing,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Adm-clerical,Has Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Low,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Wife,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Low,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,Has Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Exec-managerial,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,Has Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Part-time,0
Senior,Medium,Husband,Prof-specialty,No Gain,No Loss,Part-time,0
Young,Medium,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Tech-support,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Unmarried,Exec-managerial,No Gain,No Loss,Full-time,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,No Gain,Has Loss,Overtime,1
Middle-aged,High,Unmarried,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Part-time,0
Senior,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Wife,Adm-clerical,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Exec-managerial,No Gain,No Loss,Full-time,0
Middle-aged,Low,Wife,Sales,No Gain,No Loss,Part-time,0
Young,Low,Husband,Other-service,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Part-time,0
Senior,Medium,Unmarried,Farming-fishing,No Gain,No Loss,Overtime,0
Senior,Low,Husband,Farming-fishing,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Adm-clerical,Has Gain,No Loss,Overtime,1
Middle-aged,High,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,High,Wife,Sales,No Gain,No Loss,Part-time,0
